FundID,Amount,FundCloseDate,FundCloseType,RowID,LastUpdated
21118-87F,27.76511508,01/01/2020,Final Close,b8adcd47dfe915bd1d994f1fd809c0a8e38db87b864ae27d3d6f6018d9da0dc0,12/09/2024
21171-52F,25.0,,First Close,fc5271505a41da7401b0f978f58ce502ac6f3edb777d285acf3f06044cea6298,12/09/2024
21333-43F,20.0,07/29/2022,First Close,8519c237faca94f19aaf73a1adfe71d218b15c6fbe3b3a6c79134879c706fed2,12/09/2024
21409-93F,,09/01/2018,Final Close,31e863789119736fee69478189b7117e10027560a38e5e929c3fcd5226f8bdb6,12/09/2024
21411-46F,3.4,12/31/2022,Final Close,6dedc0fd9fbee7829fd8103e8838bff59e05b79c8c55f0259dccdcf6db240528,12/09/2024
21448-90F,140.0,03/19/2024,Final Close,bf758309bdba95765babeb11fd16eba73a8ae78355934a7e892ad2091bf78de4,12/09/2024
21463-57F,17.0,04/29/2022,Final Close,8853dc6824c18e12320c12840d0c10f7a6a34256354fbcb799e9cced9598d263,12/09/2024
21480-67F,20.0,04/01/2022,First Close,65a9f390fcedaa86f803b49b104f7f01713871e51ea2b094301cbee37ab14bb8,12/09/2024
21603-97F,100.0,05/25/2022,Final Close,8a8152919340c142beffbe59d84ea5bd09e4349628d6c9e95b746fdd51f3f846,12/09/2024
21643-57F,3.2422052,12/17/2021,Final Close,2a936d0af4c5412742dcfa11abc98a322b5bccb4f2230a948239aadab16b8724,12/09/2024
21644-02F,1.14435097,08/26/2021,Final Close,8cddd7dcf9a08de6b09a2478dce0222fca78c912a50afce00bb49e8fbbaa55aa,12/09/2024
21644-20F,2.51590569,04/28/2020,Final Close,88159e8b48bbba07b5aa792f5274b9c5e352a259060c9862e0bd8208aad814ef,12/09/2024
21710-71F,8.0,,Final Close,dae9e111e8a4b0d6497c8ed697a2a02a3ebe75a2e799dc47960492dc1b9306a6,12/09/2024
21717-46F,300.0,,Final Close,462c33b0a32eab05e2bcca4acb2cdcbfbab161b6df983a5ad88fdd1dbee60081,12/09/2024
21717-91F,5.62,06/01/2020,Final Close,2181f81f4e75ef4d468a2ad027d2b45aa25d20ec3643f1f38f6b863b38115dcb,12/09/2024
21718-00F,1.65,06/01/2019,Final Close,754649a9ab3b87402c8c05ab49fd2d06ba748409ec7fc13218b0f09a60886bca,12/09/2024
21718-09F,8.66,02/01/2021,Final Close,41c9fb97b7ab9d2ebb2d04d6acbda766dca316ceeb237026c0ee796bed6f3606,12/09/2024
21763-81F,4000.0,06/22/2022,Final Close,8ae01bbde6f589a663fd627fc66f32aa199c1ab1da8ea5dfbdf240b6145cfb49,12/09/2024
21790-45F,25.0,,First Close,16bc783ef2219b312c8ab17607f6d025429d302318049bf583dcbf818cd336a4,12/09/2024
21808-36F,22.7,06/30/2022,Final Close,f319e34cc47e7a0d67ef3f47a07a3493fd05ba63765a067745b4a26d1b852e0b,12/09/2024
22195-90F,,01/01/2021,First Close,40d5b4524ca8cfb102507e9811787741b4c21a12839b743e3c71a6a9bd4e1e79,12/09/2024
22195-90F,0.2,12/31/2021,Final Close,aee287b23b7e426a13ce1a11b65cf319fe354425bef868005769a2806401ed3c,12/09/2024
22195-99F,9.5,01/15/2022,First Close,f97306b28b50f425b1931d126ebd3eb52af9c2e5d2cca8637b5c943b687a7623,12/09/2024
22253-41F,,01/26/2021,First Close,bb33d2a5ca1551149a18edd02cb02e70968c2e342ba7ec89fa1ebc5b6d424758,12/09/2024
22284-55F,,12/31/2022,Final Close,dfda617a65a5f8c53d8653a87dcbdf797a96f1d4b3645de32638e71316c84635,12/09/2024
22287-34F,40.0,05/26/2023,Final Close,69b438d266a59070d35c3a0518440cf33182eeeea58ca7d80739f5a297ca854f,12/09/2024
22303-09F,8.0,09/06/2022,First Close,92749db20434e0f7e6f2ae0fe51a1db2569805c181a49dfe52bc8fa620bdf055,12/09/2024
22551-22F,14.0,03/31/2021,Final Close,f2b2160e47ba8b04bb22b8257c7275050ae1387ee8aa1e24d1b4fed5a82fd339,12/09/2024
22926-34F,3.0,,First Close,1a4a5325d7f2136f9ae5e5092547dff4bd4b175d47fba57077f4be636f0e0fc8,12/09/2024
23162-14F,225.0,02/15/2022,Final Close,2e9ca0fb4db7d12cf4a42d23be2b4f77d4e0349af20bf7368023e4f28bc51b91,12/09/2024
23166-91F,100.0,11/10/2021,Final Close,49a79fe7399fbf2714552ea7b1eb4fafa1cde6b0aacbdbe49f8538e76a4ff3ed,12/09/2024
23240-26F,100.0,,Final Close,124b3e756140b6b5e3aeb8f34f3c797eedb075f992429f534768c8409f3fd25e,12/09/2024
23432-32F,6.49784849,12/31/2019,Final Close,e937915ab0b345345312f0aca0aa7e58e2a2d237582505af885983252e1ffb31,12/09/2024
23767-03F,300.0,01/15/2019,First Close,67814e43b95436d46f4a4d3c9065bb061a9d97af5c97cc5c0cb67e034533e826,12/09/2024
23940-64F,12.5,05/23/2023,First Close,1266dca1d7d3c66c3da42304a516748635156a7d9551098b8bd4a51214019c01,12/09/2024
23941-72F,,11/10/2022,First Close,11a20ce52083583cf528a734ccf78cc9ff3eb2aee12e4f1d4acdcb6a74d69c25,12/09/2024
24030-55F,34.20057927,09/30/2023,Second Close,5c10fb0eff8125c55551a55e7eb9dc463c4a802ef1733bc1657443092249e6fa,12/09/2024
24030-55F,21.94320222,05/23/2023,First Close,07e9f4776294a24f812e0d81fb522f902f00953cec10889b3338f6a7b1a48222,12/09/2024
24103-81F,192.4840126,03/08/2023,First Close,2ae8dcf79c6af6c56211900431975e6b6f8e433b2698056bf9b6104438f1caef,12/09/2024
24103-81F,302.33993324,11/01/2024,Final Close,74dcc8fc977150d0cbec5b8650afce17e4d7b1de4416451f23a6efdd19c8eb85,12/09/2024
24349-87F,20.0,07/15/2022,First Close,4ff667abd42c2ce35fa0e6880a4efebf34fef3aeda627059663078b9019b1af7,12/09/2024
24379-30F,5.0,,Final Close,d8f00ed93d8f05dd3fa28169c47b1d3a65e9e2cb5aa866430bb4b327f32981aa,12/09/2024
24474-61F,10.0,,First Close,ac2b186dd412f613a23946634859194a8373e2c85ab7563876b80d77d72d280f,12/09/2024
24478-75F,8.0,06/30/2020,First Close,66bf086d2296fd60866c084845077dc46ea6eb9559f0eb45eccf108ff9ca27d3,12/09/2024
24478-75F,56.5,01/31/2021,Final Close,0e6cf887deab534e8b8eef47f36e6f3be59b2d10159ba2074b0bbdec1ff47d72,12/09/2024
24699-25F,28.0,11/21/2023,Final Close,484b823afb5fa0e989ec87c31a98f6609bdf64ecaee17b00bc204b3ec68ab178,12/09/2024
25481-89F,6.0,02/01/2021,Final Close,bd4e418b85c75f54b1fe2ecdaa896f6ced90c60bda0fac8f52452c740aa52814,12/09/2024
25489-45F,3.0,02/01/2023,First Close,50b1b204297e2339ad69060f81cce877a5e6ba98b09ae429f1d4d6fb94b5e7fc,12/09/2024
25579-45F,20.0,,First Close,278670ee9cb7911dd52419b892849bd04778c47441312fb9a83a466f5eeab489,12/09/2024
26381-35F,600.0,11/19/2021,Final Close,ab2e703923835f4da99f2356678998f62b0e5a2aa6cb7253145e334249f78b24,12/14/2024
